audiofile,survey_file_name,min.avg_H,min.avg_S,min.avg_T,max.avg_H,max.avg_S,max.avg_T,titi_over_thresh,titi_over_thresh_and_howler_under_thresh,titi_over_thresh_and_over_howler,PrimateSpecies,CallDistance
HARPIA_20130214_061500.wav,"E:/For Sun - Full test dataset/Harpia 2013/5,800/14 feb 2013/HARPIA_20130214_061500.wav",1.57,-2.4033333333333333,-3.228,4.5,2.44,-0.774,0,0,0,2,4
HARPIA_20130214_063000.wav,"E:/For Sun - Full test dataset/Harpia 2013/5,800/14 feb 2013/HARPIA_20130214_063000.wav",0.7999999999999999,-2.336666666666667,-2.98,3.42,2.51,-0.252,0,0,0,0,NA
HARPIA_20130214_064500.wav,"E:/For Sun - Full test dataset/Harpia 2013/5,800/14 feb 2013/HARPIA_20130214_064500.wav",1.2650000000000001,-2.8433333333333333,-3.586,4.1899999999999995,4.16,-0.494,0,0,0,2,4
HARPIA_20130214_070000.wav,"E:/For Sun - Full test dataset/Harpia 2013/5,800/14 feb 2013/HARPIA_20130214_070000.wav",0.61,-2.6933333333333334,-3.572,3.715,3.7333333333333334,-0.09,0,0,0,2,4
HARPIA_20130214_071500.wav,"E:/For Sun - Full test dataset/Harpia 2013/5,800/14 feb 2013/HARPIA_20130214_071500.wav",0.225,-2.6933333333333334,-2.548,3.13,3.776666666666667,0.03400000000000001,0,0,0,0,NA
HARPIA_20130214_073000.wav,"E:/For Sun - Full test dataset/Harpia 2013/5,800/14 feb 2013/HARPIA_20130214_073000.wav",0.38,-2.8066666666666666,-2.37,3.635,3.8066666666666666,-0.06599999999999999,0,0,0,2,4
HARPIA_20130214_074500.wav,"E:/For Sun - Full test dataset/Harpia 2013/5,800/14 feb 2013/HARPIA_20130214_074500.wav",0.47,-2.783333333333333,-2.326,2.9299999999999997,4.54,-0.126,0,0,0,0,NA
HARPIA_20130214_080000.wav,"E:/For Sun - Full test dataset/Harpia 2013/5,800/14 feb 2013/HARPIA_20130214_080000.wav",-0.445,-3.816666666666667,-2.582,3.8100000000000005,6.92,0.302,0,0,0,0,NA
HARPIA_20130215_054500.wav,"E:/For Sun - Full test dataset/Harpia 2013/4,200/15 feb 2013/HARPIA_20130215_054500.wav",0.9299999999999999,-2.5266666666666664,-1.8299999999999998,4.295,2.1,-0.07200000000000001,0,0,0,2,4
HARPIA_20130215_060000.wav,"E:/For Sun - Full test dataset/Harpia 2013/4,200/15 feb 2013/HARPIA_20130215_060000.wav",0.024999999999999967,-4.696666666666667,-3.3080000000000003,6.24,6.986666666666666,0.864,0,0,0,2,4
HARPIA_20130215_061500.wav,"E:/For Sun - Full test dataset/Harpia 2013/4,200/15 feb 2013/HARPIA_20130215_061500.wav",-0.395,-3.683333333333333,-2.702,5.885,11.856666666666667,2.724,0,0,0,2,4
HARPIA_20130215_063000.wav,"E:/For Sun - Full test dataset/Harpia 2013/4,200/15 feb 2013/HARPIA_20130215_063000.wav",0.0050000000000000044,-2.5433333333333334,-3.248,3.91,3.2800000000000002,0.442,0,0,0,0,NA
HARPIA_20130215_064500.wav,"E:/For Sun - Full test dataset/Harpia 2013/4,200/15 feb 2013/HARPIA_20130215_064500.wav",0.32,-2.6,-3.6599999999999997,5.135,2.3466666666666667,0.526,0,0,0,2,3
HARPIA_20130215_070000.wav,"E:/For Sun - Full test dataset/Harpia 2013/4,200/15 feb 2013/HARPIA_20130215_070000.wav",-1.74,-2.3566666666666665,-1.742,4.075,1.8633333333333333,1.132,0,0,0,0,NA
HARPIA_20130215_071500.wav,"E:/For Sun - Full test dataset/Harpia 2013/4,200/15 feb 2013/HARPIA_20130215_071500.wav",-1.3900000000000001,-1.9533333333333331,-0.32,0.22,1.9,1.066,0,0,0,0,NA
HARPIA_20130215_073000.wav,"E:/For Sun - Full test dataset/Harpia 2013/4,200/15 feb 2013/HARPIA_20130215_073000.wav",-1.27,-2.0033333333333334,-1.34,2.41,2.0933333333333333,0.994,0,0,0,0,NA
HARPIA_20130215_074500.wav,"E:/For Sun - Full test dataset/Harpia 2013/4,200/15 feb 2013/HARPIA_20130215_074500.wav",-1.355,-2.2233333333333336,-0.67,0.7250000000000001,2.2933333333333334,1.228,0,0,0,0,NA
HARPIA_20130215_080000.wav,"E:/For Sun - Full test dataset/Harpia 2013/4,200/15 feb 2013/HARPIA_20130215_080000.wav",-1.675,-2.7866666666666666,-1.3,3.4350000000000005,3.1266666666666665,1.828,0,0,0,2,3
HARPIA_20130216_054500.wav,"E:/For Sun - Full test dataset/Harpia 2013/4,200/16 feb 2013/HARPIA_20130216_054500.wav",-0.8049999999999999,-2.06,-0.8099999999999999,0.935,1.9633333333333334,0.772,0,0,0,0,NA
HARPIA_20130216_060000.wav,"E:/For Sun - Full test dataset/Harpia 2013/4,200/16 feb 2013/HARPIA_20130216_060000.wav",-2.025,-4.086666666666667,-1.294,2.1950000000000003,7.390000000000001,6.156,1,1,1,1,3
HARPIA_20130216_061500.wav,"E:/For Sun - Full test dataset/Harpia 2013/4,200/16 feb 2013/HARPIA_20130216_061500.wav",0,-2.28,-1.346,1.77,2.2233333333333336,0.524,0,0,0,0,NA
HARPIA_20130216_063000.wav,"E:/For Sun - Full test dataset/Harpia 2013/4,200/16 feb 2013/HARPIA_20130216_063000.wav",-0.835,-2.12,-1.328,2.4050000000000002,2.3266666666666667,0.66,0,0,0,0,NA
HARPIA_20130216_064500.wav,"E:/For Sun - Full test dataset/Harpia 2013/4,200/16 feb 2013/HARPIA_20130216_064500.wav",-2.3600000000000003,-2.06,-0.87,1.44,1.96,1.414,0,0,0,0,NA
HARPIA_20130216_070000.wav,"E:/For Sun - Full test dataset/Harpia 2013/4,200/16 feb 2013/HARPIA_20130216_070000.wav",-1.43,-1.71,-0.328,0.024999999999999994,1.97,1.052,0,0,0,0,NA
HARPIA_20130216_071500.wav,"E:/For Sun - Full test dataset/Harpia 2013/4,200/16 feb 2013/HARPIA_20130216_071500.wav",-1.365,-1.73,-0.29400000000000004,0.0050000000000000044,2.13,1.082,0,0,0,0,NA
HARPIA_20130216_073000.wav,"E:/For Sun - Full test dataset/Harpia 2013/4,200/16 feb 2013/HARPIA_20130216_073000.wav",-1.51,-1.7933333333333332,-0.272,-0.03,1.9266666666666665,1.014,0,0,0,0,NA
HARPIA_20130216_074500.wav,"E:/For Sun - Full test dataset/Harpia 2013/4,200/16 feb 2013/HARPIA_20130216_074500.wav",-1.3250000000000002,-1.74,-0.394,0.295,2.1366666666666667,0.9620000000000001,0,0,0,0,NA
HARPIA_20130216_080000.wav,"E:/For Sun - Full test dataset/Harpia 2013/4,200/16 feb 2013/HARPIA_20130216_080000.wav",-1.395,-1.7233333333333334,-0.266,0.065,1.8733333333333333,0.988,0,0,0,0,NA
HARPIA_20130217_054500.wav,"E:/For Sun - Full test dataset/Harpia 2013/4,200/17 feb 2013/HARPIA_20130217_054500.wav",-0.23500000000000001,-2.1866666666666665,-1.134,1.8849999999999998,2.19,0.588,0,0,0,0,NA
HARPIA_20130217_060000.wav,"E:/For Sun - Full test dataset/Harpia 2013/4,200/17 feb 2013/HARPIA_20130217_060000.wav",-0.045,-2.08,-1.53,2.33,1.9966666666666666,0.364,0,0,0,0,NA
HARPIA_20130217_061500.wav,"E:/For Sun - Full test dataset/Harpia 2013/4,200/17 feb 2013/HARPIA_20130217_061500.wav",0.255,-1.94,-1.722,2.7300000000000004,3.013333333333333,0.354,0,0,0,0,NA
HARPIA_20130217_063000.wav,"E:/For Sun - Full test dataset/Harpia 2013/4,200/17 feb 2013/HARPIA_20130217_063000.wav",0.54,-2.3600000000000003,-1.754,2.785,2.566666666666667,0.6,0,0,0,0,NA
HARPIA_20130217_064500.wav,"E:/For Sun - Full test dataset/Harpia 2013/4,200/17 feb 2013/HARPIA_20130217_064500.wav",0.425,-2.083333333333333,-1.424,2.71,4.226666666666667,0.462,0,0,0,0,NA
HARPIA_20130217_070000.wav,"E:/For Sun - Full test dataset/Harpia 2013/4,200/17 feb 2013/HARPIA_20130217_070000.wav",-0.315,-2.7866666666666666,-1.79,3.09,3.586666666666667,3.508,0,0,0,0,NA
HARPIA_20130217_071500.wav,"E:/For Sun - Full test dataset/Harpia 2013/4,200/17 feb 2013/HARPIA_20130217_071500.wav",-0.7549999999999999,-2.3233333333333333,-1.068,1.945,2.2600000000000002,1.208,0,0,0,0,NA
HARPIA_20130217_073000.wav,"E:/For Sun - Full test dataset/Harpia 2013/4,200/17 feb 2013/HARPIA_20130217_073000.wav",-0.6299999999999999,-2.206666666666667,-1.07,1.605,2.336666666666667,0.77,0,0,0,0,NA
HARPIA_20130217_074500.wav,"E:/For Sun - Full test dataset/Harpia 2013/4,200/17 feb 2013/HARPIA_20130217_074500.wav",-0.635,-2.796666666666667,-1.75,1.805,3.2133333333333334,0.434,0,0,0,0,NA
HARPIA_20130217_080000.wav,"E:/For Sun - Full test dataset/Harpia 2013/4,200/17 feb 2013/HARPIA_20130217_080000.wav",-0.8400000000000001,-3.5,-1.452,2.5949999999999998,5.66,1.74,0,0,0,0,NA
HARPIA_20130218_054500.wav,"E:/For Sun - Full test dataset/Harpia 2013/4,200/18 feb 2013/HARPIA_20130218_054500.wav",-1.605,-1.9733333333333334,-0.324,0,2.1866666666666665,1.028,0,0,0,0,NA
HARPIA_20130218_060000.wav,"E:/For Sun - Full test dataset/Harpia 2013/4,200/18 feb 2013/HARPIA_20130218_060000.wav",-1.3900000000000001,-1.8666666666666667,-0.41000000000000003,0.165,2.066666666666667,0.916,0,0,0,0,NA
HARPIA_20130218_061500.wav,"E:/For Sun - Full test dataset/Harpia 2013/4,200/18 feb 2013/HARPIA_20130218_061500.wav",-1.3050000000000002,-1.7166666666666668,-0.514,0.31,1.9766666666666666,0.892,0,0,0,0,NA
HARPIA_20130218_063000.wav,"E:/For Sun - Full test dataset/Harpia 2013/4,200/18 feb 2013/HARPIA_20130218_063000.wav",-1.2349999999999999,-1.9366666666666665,-0.5,0.38,1.9733333333333334,0.896,0,0,0,0,NA
HARPIA_20130218_064500.wav,"E:/For Sun - Full test dataset/Harpia 2013/4,200/18 feb 2013/HARPIA_20130218_064500.wav",-2.165,-2.09,-0.44,-0.044999999999999984,3.1233333333333335,1.768,0,0,0,0,NA
HARPIA_20130218_070000.wav,"E:/For Sun - Full test dataset/Harpia 2013/4,200/18 feb 2013/HARPIA_20130218_070000.wav",-3.0549999999999997,-2.91,-0.9,0.29,3.9266666666666667,2.632,0,0,0,0,NA
HARPIA_20130218_071500.wav,"E:/For Sun - Full test dataset/Harpia 2013/4,200/18 feb 2013/HARPIA_20130218_071500.wav",-1.5550000000000002,-2.33,-0.634,0.37,2.7333333333333334,1.23,0,0,0,0,NA
HARPIA_20130218_073000.wav,"E:/For Sun - Full test dataset/Harpia 2013/4,200/18 feb 2013/HARPIA_20130218_073000.wav",-1.835,-2.7033333333333336,-1.104,0.47000000000000003,2.6066666666666665,1.57,0,0,0,0,NA
HARPIA_20130218_074500.wav,"E:/For Sun - Full test dataset/Harpia 2013/4,200/18 feb 2013/HARPIA_20130218_074500.wav",-1.745,-2.38,-0.9259999999999999,0.81,3.276666666666667,1.586,0,0,0,0,NA
HARPIA_20130218_080000.wav,"E:/For Sun - Full test dataset/Harpia 2013/4,200/18 feb 2013/HARPIA_20130218_080000.wav",-0.915,-2.0533333333333332,-0.862,1.225,2.32,1.034,0,0,0,0,NA
HARPIA_20130219_054500.wav,"E:/For Sun - Full test dataset/Harpia 2013/4,200/19 feb 2013/HARPIA_20130219_054500.wav",-1.1600000000000001,-2.5900000000000003,-1.158,1.5499999999999998,3.1733333333333333,1.44,0,0,0,0,NA
HARPIA_20130219_060000.wav,"E:/For Sun - Full test dataset/Harpia 2013/4,200/19 feb 2013/HARPIA_20130219_060000.wav",-2.035,-3.33,-1.328,1.825,6.88,4.768,1,1,1,1,3
HARPIA_20130219_061500.wav,"E:/For Sun - Full test dataset/Harpia 2013/4,200/19 feb 2013/HARPIA_20130219_061500.wav",-0.025,-2.0666666666666664,-1.22,2.0549999999999997,2.25,0.47800000000000004,0,0,0,0,NA
HARPIA_20130219_063000.wav,"E:/For Sun - Full test dataset/Harpia 2013/4,200/19 feb 2013/HARPIA_20130219_063000.wav",-0.515,-2.0933333333333333,-1.472,1.7149999999999999,2.1033333333333335,0.662,0,0,0,0,NA
HARPIA_20130219_064500.wav,"E:/For Sun - Full test dataset/Harpia 2013/4,200/19 feb 2013/HARPIA_20130219_064500.wav",0.22499999999999998,-2.276666666666667,-1.21,2.085,2.21,0.838,0,0,0,0,NA
